case_id,received_at,client_segment,jurisdiction,service_line,claim_value_band,attachments_present,free_text_summary,handler_notes,historical_outcome
C-16435,2024-10-29T05:30:23+00:00,SMB,UK,Legal,50k-250k,true,employment dispute raised by former contractor. jurisidction disputed. governing law unclear. policy schedule attached.,,Escalated
C-16436,2024-10-25T01:37:29+00:00,Mid-Market,Other,Insurance,50k-250k,true,client reports storm-related damage. water ingress noted. govening law unclear. supporting documents attached.,Client requested urgent callback.,Settled
C-16437,2024-11-14T05:47:05+00:00,SMB,Other,Advisory,>1m,true,Client requesting advice on regulatory exposure. No immediate dispute.,"Potential conflict in dates, needs review.",Unknown
C-16438,2024-10-27T22:47:37+00:00,SMB,US,Legal,>1m,true,ip infringement allegation received. jurisdction disputed. storm damage. jurisdction noted as us.,Client requested urgent callback.,Accepted
C-16439,2024-10-04T05:14:52+00:00,SMB,UK,Legal,50k-250k,false,Employment dispute raised by former contractor. Governing law unclear. breach of contract.,,Rejected
C-16440,2024-11-07T00:19:27+00:00,SMB,US,Insurance,Unknown,true,Incident reported at commercial premises. Theft of equipment reported. no supporting documentation. Jurisdiction noted as US.,,Unknown
C-16441,2024-12-11T03:10:31+00:00,Enterprise,UK,Insurance,>1m,true,LOSS EVENT IMPACTING PROPERTY AND CONTENTS. ROOF COMPROMISED. SUBSIDENCE.,,Unknown
C-16442,2024-12-11T23:41:28+00:00,Enterprise,UK,Advisory,<50k,true,Client requesting advice on regulatory exposure. Scope unclear. Supporting documents attached.,,Rejected
C-16443,2024-10-26T00:45:35+00:00,SMB,UK,Advisory,<50k,true,Request for compliance gap analysis ..  No immediate dispute ..  minor ..  Loss adjuster appointed ..  Overseas elements present .. ,,Rejected
C-16444,2024-11-27T10:20:43+00:00,Enterprise,UK,Insurance,<50k,false,Loss event impacting property and contents. Roof compromised. small crack. No policy documents attached. Cross-border considerations likely. Conflicting information reported by client.,No additional notes. Check coverage exclusions.,Unknown
C-16445,2024-12-06T17:41:57+00:00,SMB,EU,Insurance,>1m,false,Client reports storm-related damage. Water ingress noted. No supporting documentation provided.,,Unknown
C-16446,2024-10-20T01:25:35+00:00,SMB,UK,Insurance,250k-1m,true,Client reports storm-related damage. Roof compromised. subsidence. Policy schedule attached.,,Unknown
C-16447,2024-12-22T17:31:58+00:00,SMB,UK,Insurance,Unknown,true,Loss event impacting property and contents. Roof compromised. Supporting documents attached. Jurisdiction noted as UK.,,Settled
C-16448,2024-10-08T17:38:51+00:00,SMB,UK,Insurance,50k-250k,true,Incident reported at commercial premises. Fire damage to warehouse. Policy schedule attached.,Duplicate of earlier report suspected. Check coverage exclusions.,Accepted
C-16449,2024-11-09T01:25:02+00:00,SMB,UK,Advisory,50k-250k,false,Client requesting advice on regulatory exposure. No immediate dispute. storm damage. No supporting documentation provided.,Duplicate of earlier report suspected. Clarify scope and deliverables.,Unknown
C-16450,2024-10-16T04:35:56+00:00,SMB,UK,Insurance,<50k,false,Client reports storm-related damage. Water ingress noted. low value.,,Unknown
C-16451,2024-12-29T23:32:41+00:00,Mid-Market,EU,Insurance,50k-250k,false,Loss event impacting property and contents. Water ingress noted. storm damage. No supporting documentation provided. Overseas elements present.,No additional notes.,Unknown
C-16452,2024-10-15T08:53:09+00:00,SMB,EU,Legal,<50k,true,Dispute escalated to legal threat. Multiple parties named. minor.,,Unknown
C-16453,2024-11-20T06:43:36+00:00,SMB,,Advisory,>1m,true,Client requesting advice on regulatory exposure. No immediate dispute. hurricane. Supporting documents attached.,,Unknown
C-16454,2024-12-06T01:37:12+00:00,Enterprise,UK,Insurance,<50k,true,Client reports storm-related damage. Roof compromised. no supporting documentation.,,Unknown
C-16455,2024-12-24T16:15:01+00:00,SMB,EU,Advisory,<50k,true,Request for compliance gap analysis. No immediate dispute. wear and tear.,,Accepted
C-16456,2024-10-22T14:18:23+00:00,SMB,UK,Advisory,>1m,true,Client seeks decision support on risk controls. Regulator engagement anticipated.,,Accepted
C-16457,2024-10-04T09:08:06+00:00,Mid-Market,UK,Legal,<50k,true,IP infringement allegation received. Time-sensitive response required. Overseas elements present.,,Rejected
C-16458,2024-12-18T23:52:33+00:00,Enterprise,EU,Insurance,<50k,false,Loss event impacting property and contents. Water ingress noted. No policy documents attached.,Duplicate of earlier report suspected.,Unknown
C-16459,2024-11-30T17:03:01+00:00,Mid-Market,US,Insurance,<50k,true,Client reports storm-related damage. Roof compromised. Supporting documents attached. Overseas elements present.,,Unknown
C-16460,2024-10-23T14:08:49+00:00,Mid-Market,UK,Insurance,>1m,true,Client reports storm-related damage. Roof compromised. ip infringement.,Handler flagged missing attachments.,Accepted
C-16461,2024-10-29T00:32:48+00:00,SMB,EU,Legal,50k-250k,false,Employment dispute raised by former contractor. Evidence currently limited. No policy documents attached.,Caller sounded uncertain; follow-up likely required. Consider limitation periods.,Rejected
C-16462,2024-11-16T02:52:29+00:00,SMB,EU,Insurance,<50k,true,Client reports storm-related damage. Theft of equipment reported. wear and tear.,Client requested urgent callback.,Rejected
C-16463,2024-11-22T23:47:23+00:00,SMB,EU,Insurance,250k-1m,true,Damage reported following heavy rainfall. Roof compromised. Policy schedule attached.,Client requested urgent callback.,Accepted
C-16464,2024-12-21T21:59:58+00:00,Mid-Market,UK,Insurance,<50k,true,Client reports storm-related damage. Theft of equipment reported. Overseas elements present.,Client requested urgent callback.,Accepted
C-16465,2024-12-06T00:49:31+00:00,SMB,US,Legal,250k-1m,true,Dispute escalated to legal threat. Governing law unclear. Supporting documents attached.,,Escalated
C-16466,2024-11-25T07:19:38+00:00,SMB,UK,Legal,250k-1m,true,Potential breach of contract raised. Multiple parties named. injunction. Policy schedule attached.,Caller sounded uncertain; follow-up likely required.,Escalated
C-16467,2024-11-23T03:40:28+00:00,Mid-Market,UK,Insurance,50k-250k,false,Business interruption may apply. Basement affected. Evidence not yet supplied.,Duplicate of earlier report suspected.,Unknown
C-16468,2024-12-12T00:29:13+00:00,Mid-Market,Other,Insurance,<50k,true,Business interruption may apply. Roof compromised. small crack. Loss adjuster appointed.,,Unknown
C-16469,2024-12-29T02:34:57+00:00,Mid-Market,UK,Insurance,250k-1m,false,Loss event impacting property and contents. Roof compromised. Overseas elements present.,Handler flagged missing attachments.,Rejected
C-16470,2024-11-03T18:07:58+00:00,SMB,EU,Insurance,<50k,false,Damage reported following heavy rainfall. Roof compromised. wear and tear. Evidence not yet supplied.,"Potential conflict in dates, needs review.",Rejected
C-16471,2024-11-28T22:22:41+00:00,SMB,UK,Insurance,Unknown,false,Incident reported at commercial premises. Water ingress noted. low value. No supporting documentation provided.,,Unknown
C-16472,2024-10-19T21:10:06+00:00,SMB,UK,Insurance,<50k,true,Client reports storm-related damage. Water ingress noted.,"Potential conflict in dates, needs review.",Unknown
C-16473,2024-10-11T02:03:46+00:00,SMB,US,Insurance,50k-250k,false,Incident reported at commercial premises. Basement affected. No supporting documentation provided.,,Accepted
C-16474,2024-10-28T17:42:21+00:00,SMB,UK,Legal,50k-250k,false,IP infringement allegation received. Evidence currently limited. No policy documents attached.,,Escalated
C-16475,2024-10-06T21:39:19+00:00,Enterprise,UK,Legal,<50k,false,IP infringement allegation received. Governing law unclear. Conflicting information reported by client.,,Unknown
C-16476,2024-10-29T05:12:52+00:00,SMB,UK,Advisory,<50k,true,Operational risk assessment requested. Stakeholders across multiple regions. low value. Supporting documents attached. Conflicting information reported by client.,No additional notes. Clarify scope and deliverables.,Unknown
C-16477,2024-12-07T19:11:37+00:00,Mid-Market,EU,Insurance,<50k,false,Loss event impacting property and contents. Roof compromised.,Client requested urgent callback. Check coverage exclusions.,Rejected
C-16478,2024-12-12T12:19:06+00:00,SMB,UK,Advisory,250k-1m,true,Request for compliance gap analysis. Stakeholders across multiple regions. Policy schedule attached. Overseas elements present.,"Potential conflict in dates, needs review.",Unknown
C-16479,2024-10-09T20:28:20+00:00,SMB,UK,Advisory,Unknown,true,Operational risk assessment requested. Regulator engagement anticipated. Supporting documents attached. Cross-border considerations likely.,Handler flagged missing attachments.,Settled
C-16480,2024-11-10T11:43:57+00:00,SMB,EU,Insurance,Unknown,true,Business interruption may apply. Fire damage to warehouse. Supporting documents attached.,No additional notes.,Unknown
C-16481,2024-11-19T19:28:36+00:00,Enterprise,UK,Insurance,<50k,false,Loss event impacting property and contents. Water ingress noted. No policy documents attached.,,Unknown
C-16482,2024-12-28T13:51:28+00:00,SMB,EU,Insurance,<50k,true,Damage reported following heavy rainfall. Theft of equipment reported.,No additional notes. Check coverage exclusions.,Accepted
C-16483,2024-10-05T03:27:47+00:00,Mid-Market,EU,Legal,<50k,false,Potential breach of contract raised. Time-sensitive response required. No policy documents attached.,No additional notes.,Unknown
C-16484,2024-12-15T17:42:52+00:00,SMB,EU,Insurance,50k-250k,true,Incident reported at commercial premises. Water ingress noted. ip infringement.,,Settled
C-16485,2024-12-15T08:21:36+00:00,SMB,UK,Insurance,>1m,true,Business interruption may apply. Fire damage to warehouse.,,Unknown
C-16486,2024-11-28T07:28:01+00:00,SMB,UK,Insurance,<50k,false,Client reports storm-related damage. Basement affected. no supporting documentation.,Handler flagged missing attachments.,Accepted
C-16487,2024-11-21T22:53:26+00:00,Mid-Market,US,Insurance,<50k,false,Incident reported at commercial premises. Basement affected. no supporting documentation. Jurisdiction noted as US.,,Accepted
C-16488,2024-11-01T20:24:00+00:00,SMB,UK,Legal,Unknown,true,Formal letter received from counterparty. Time-sensitive response required. minor. Policy schedule attached.,,Unknown
C-16489,2024-10-10T04:33:06+00:00,Mid-Market,UK,Insurance,50k-250k,true,Client reports storm-related damage. Fire damage to warehouse.,,Escalated
C-16490,2024-10-07T03:21:01+00:00,SMB,UK,Advisory,250k-1m,true,Operational risk assessment requested. No immediate dispute. Policy schedule attached.,Client requested urgent callback.,Unknown
C-16491,2024-11-24T02:53:29+00:00,SMB,US,Insurance,<50k,true,Incident reported at commercial premises. Water ingress noted. small crack. Supporting documents attached.,"Potential conflict in dates, needs review. Check coverage exclusions.",Rejected
C-16492,2024-10-29T13:10:25+00:00,Mid-Market,US,Insurance,50k-250k,true,Loss event impacting property and contents. Fire damage to warehouse.,,Unknown
C-16493,2024-10-16T14:56:20+00:00,Mid-Market,UK,Legal,<50k,true,Formal letter received from counterparty. Evidence currently limited. no supporting documentation. Overseas elements present.,Caller sounded uncertain; follow-up likely required. Consider limitation periods.,Unknown
C-16494,2024-11-11T21:47:28+00:00,Enterprise,UK,Legal,<50k,true,Dispute escalated to legal threat. Governing law unclear.,Duplicate of earlier report suspected.,Unknown
C-16495,2024-10-23T15:15:18+00:00,SMB,UK,Legal,<50k,false,Employment dispute raised by former contractor. Jurisdiction disputed. Evidence not yet supplied.,"Potential conflict in dates, needs review.",Rejected
C-16496,2024-11-30T12:21:07+00:00,SMB,US,Insurance,50k-250k,true,Loss event impacting property and contents. Basement affected.,Duplicate of earlier report suspected.,Accepted
C-16497,2024-10-23T19:17:17+00:00,SMB,UK,Legal,<50k,true,Potential breach of contract raised. Time-sensitive response required. minor. Policy schedule attached. Conflicting information reported by client.,No additional notes.,Unknown
C-16498,2024-10-06T09:22:42+00:00,SMB,UK,Insurance,<50k,true,Loss event impacting property and contents. Theft of equipment reported.,,Unknown
C-16499,2024-11-05T12:25:50+00:00,SMB,UK,Legal,<50k,true,Dispute escalated to legal threat. Time-sensitive response required. low value. Cross-border considerations likely.,,Accepted
C-16500,2024-11-07T13:41:33+00:00,SMB,UK,Advisory,50k-250k,true,Operational risk assessment requested. Regulator engagement anticipated. flood zone 3. Supporting documents attached. Cross-border considerations likely.,,Accepted
C-16501,2024-11-05T18:52:06+00:00,Mid-Market,UK,Insurance,<50k,false,Client reports storm-related damage. Fire damage to warehouse. small crack. No supporting documentation provided.,"Potential conflict in dates, needs review.",Unknown
C-16502,2024-12-29T18:52:44+00:00,SMB,UK,Legal,250k-1m,true,Potential breach of contract raised. Governing law unclear. prior losses.,,Unknown
C-16503,2024-10-20T14:57:17+00:00,SMB,UK,Insurance,50k-250k,true,Client reports storm-related damage. Fire damage to warehouse. Police reference number provided. Cross-border considerations likely.,Handler flagged missing attachments.,Unknown
C-16504,2024-10-05T20:03:35+00:00,SMB,UK,Insurance,<50k,true,Damage reported following heavy rainfall. Basement affected. no supporting documentation. Overseas elements present.,"Potential conflict in dates, needs review.",Unknown
